first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Mesut,Özil,1,3,53,1439,20,582.9,223.6,190,1,256,99.8,5,0,1,1.7,70,MID
Sokratis,Papastathopoulos,2,0,57,1696,25,36.8,436.2,110,5,305,58.5,4,0,6,0.4,50,DEF
David,Luiz Moreira Marinho,2,1,94,2809,42,106.7,701.6,211,10,494,102.1,8,2,5,2.5,55,DEF
Pierre-Emerick,Aubameyang,22,5,205,3136,44,479.6,1006,1369,37,807,285.2,10,1,3,45.4,120,MID
Cédric,Soares,1,1,61,1553,20,218.9,349,118,3,286,68.7,4,0,1,0.6,50,DEF
Alexandre,Lacazette,10,7,118,1867,25,337.7,536.4,861,16,387,173.8,5,0,8,2.8,85,FWD
Shkodran,Mustafi,0,2,43,1205,17,45.5,277.2,155,2,242,47.9,4,0,2,0,50,DEF
Bernd,Leno,0,0,114,2649,39,0,843.2,0,10,591,84.1,7,0,2,6.4,50,GK
Granit,Xhaka,1,2,73,2586,31,298.5,486.2,110,2,408,89.9,10,0,10,0.7,55,MID
Pablo,Marí,0,0,8,113,0,1.7,27.8,0,1,31,3,1,0,0,0,45,DEF
Héctor,Bellerín,1,0,44,1156,18,76.9,187.8,103,4,204,37,4,0,2,3.5,50,DEF
Emiliano,Martínez,0,0,33,770,9,0,256.8,0,1,169,25.8,3,0,2,6.3,45,GK
Calum,Chambers,1,1,42,1102,15,113.5,272,203,5,197,58.7,3,0,5,0,45,DEF
Sead,Kolasinac,0,2,55,1694,26,182.5,269.6,81,1,331,53,4,0,4,0.3,50,DEF
Ainsley,Maitland-Niles,0,2,41,1382,22,182,301.8,58,3,244,53.6,3,1,4,1.9,50,DEF
Rob,Holding,0,0,16,580,9,4.8,133.6,19,2,96,15.8,1,0,1,0.8,45,DEF
Kieran,Tierney,1,2,42,986,16,121.1,201.8,73,4,213,39.8,2,0,2,11.4,55,DEF
Nicolas,Pépé,5,6,106,2004,30,639.4,500.2,624,9,353,176.5,5,0,4,2.3,80,MID
Lucas,Torreira,1,1,46,1501,23,207.1,281.8,207,0,247,69.7,3,0,7,0.3,50,MID
Joseph,Willock,1,1,41,838,16,165.9,176.8,212,0,150,55.2,1,0,2,0.1,50,MID
Reiss,Nelson,1,1,30,622,7,148.3,110.4,185,0,105,44.4,2,0,1,0.1,55,MID
Edward,Nketiah,2,0,25,628,9,67,90.4,210,1,66,36.4,3,1,0,2.1,60,FWD
Emile,Smith Rowe,0,0,4,96,0,6.3,9.8,0,0,13,1.6,1,0,0,0.5,45,MID
Bukayo,Saka,1,6,71,1746,18,322.5,327.2,248,4,259,89.8,7,0,6,9,55,MID
Matteo,Guendouzi,0,2,48,1744,31,235.1,333.6,146,2,272,71.6,3,0,6,0.2,50,MID
Gabriel Teodoro,Martinelli Silva,3,1,39,656,9,36.6,162.8,226,5,129,42.5,2,0,1,0.1,50,MID
William,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,45,DEF
Willian,Borges Da Silva,9,9,168,2595,35,1177.7,834.8,930,26,698,294.6,10,0,4,8.4,80,MID
Gabriel,Magalhães,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,50,DEF
Daniel,Ceballos Fernández,0,2,57,1687,21,439.9,346.4,130,3,310,91.7,7,0,1,1.5,50,MID
Tom,Heaton,0,0,59,1794,35,0.3,507.4,0,3,346,50.7,4,0,0,0.1,45,GK
Ahmed,El Mohamady,1,1,39,1024,28,324.1,254.6,67,7,224,64.6,2,0,1,0.5,45,DEF
Henri,Lansbury,0,0,12,190,6,27.2,13.4,13,0,37,5.5,0,0,0,0.3,45,MID
Neil,Taylor,0,0,22,1088,25,79.7,157.6,29,0,163,26.7,2,0,2,0.4,45,DEF
Jed,Steer,0,0,1,7,0,0,0,0,0,3,0,0,0,0,4.5,40,GK
Conor,Hourihane,3,5,83,1526,29,551.8,384.8,317,9,328,125.3,6,0,4,0.1,60,MID
José Ignacio,Peleteiro Romallo,0,1,17,329,5,56.9,47,73,0,48,17.3,2,0,0,0.1,60,MID
Ørjan,Nyland,0,0,15,537,12,0,101.2,0,0,90,10.2,1,0,0,17.8,40,GK
Bjorn,Engels,1,0,42,1446,32,31.9,329.6,81,4,252,44.5,3,0,1,0.2,45,DEF
Jack,Grealish,8,7,149,3233,63,1209.2,826.6,837,19,601,287,7,0,8,11.7,70,MID
John,McGinn,3,3,84,2312,41,503.3,458.6,499,4,321,145.9,6,0,3,0.6,55,MID
Kortney,Hause,1,0,34,1544,34,33,352.8,248,0,204,63.4,2,0,3,0.1,45,DEF
Mahmoud Ahmed,Ibrahim Hassan,6,2,98,1936,29,303.7,422.4,741,7,270,145.7,6,1,2,1.3,55,MID
Tyrone,Mings,2,2,90,2902,53,87.3,758,119,9,537,96.6,6,0,7,1.5,50,DEF
Matt,Targett,1,3,80,2291,40,432.9,503.8,130,10,433,106.9,5,0,4,1.2,45,DEF
James,Bree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF
Marvelous,Nakamba,0,0,43,1826,37,162.9,292.2,24,0,273,47.9,1,0,5,0.7,45,MID
Anwar,El Ghazi,4,5,93,2046,48,482.2,383.2,655,0,281,152,5,0,3,0.2,60,MID
Ezri,Konsa Ngoyo,1,2,65,2038,39,151.8,400.6,173,4,335,72.8,5,0,3,0.2,45,DEF
Frédéric,Guilbert,0,2,62,2038,36,241.5,451.2,77,4,342,77.2,6,0,7,0.2,45,DEF
Wesley,Moraes,5,1,67,1782,31,169.8,296.2,632,7,180,108.3,6,0,3,0,60,FWD
Mbwana,Samatta,1,0,29,940,18,131.5,67.6,245,2,74,44.2,4,0,1,0.1,60,FWD
Keinan,Davis,0,1,25,534,7,71.7,27.8,212,0,43,29.9,1,0,0,15.2,45,FWD
Indiana,Vassilev,0,0,4,47,1,1.6,1.2,7,0,8,0.9,0,0,0,1.8,45,FWD
Douglas Luiz,Soares de Paulo,3,2,90,2604,51,293.2,508.6,377,5,411,118,8,0,8,0.5,50,MID
Matthew,Cash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,50,DEF
Ollie,Watkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,60,FWD
Glenn,Murray,1,1,36,785,10,57.1,74,249,0,74,37.7,2,0,0,0.5,50,FWD
Adam,Lallana,1,1,27,371,5,68.8,107.2,74,1,97,25.1,1,0,1,1.5,65,MID
Dale,Stephens,0,1,63,2525,42,292.8,438.6,90,1,406,82.2,6,0,8,14.8,45,MID
Pascal,Groß,2,5,76,1791,32,908.5,388.2,323,7,326,161.6,3,0,4,0.2,60,MID
Shane,Duffy,1,0,44,1232,18,29.8,288,100,1,227,41.8,3,0,2,0.3,45,DEF
Davy,Pröpper,1,2,78,2826,46,434.1,522.2,271,2,441,122.5,6,0,4,0.1,50,MID
Aaron,Mooy,2,2,80,2079,33,614.9,436.6,291,9,337,134,6,1,1,0.1,50,MID
Dan,Burn,0,0,86,2879,42,311.9,602.8,128,3,480,104.2,9,0,5,0.9,45,DEF
Lewis,Dunk,3,3,128,3230,50,171.8,825.6,469,17,674,146.8,9,0,9,9.9,50,DEF
Martín,Montoya,0,1,62,1892,32,338,337.4,177,3,313,85.5,6,0,5,0,45,DEF
Florin,Andone,1,0,5,71,2,11.3,45,21,1,20,7.6,0,1,0,0.4,50,FWD
Solomon,March,0,1,38,1139,15,239.6,189.4,274,3,129,70.4,4,0,2,0.1,50,MID
Adam,Webster,3,1,88,2668,44,153.2,696.6,221,7,514,107.3,5,0,4,3.3,45,DEF
Joël,Veltman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,DEF
Neal,Maupay,10,3,131,2763,36,369.2,518.6,1519,21,361,240.5,8,0,3,2,65,FWD
Leandro,Trossard,5,5,104,2004,34,585.4,411.4,540,9,352,153.2,4,0,0,0.4,60,MID
Mathew,Ryan,0,0,135,3420,54,0,1000,0,14,754,100.1,9,0,0,20.8,45,GK
Alireza,Jahanbakhsh,2,1,28,305,4,62.5,90.6,106,2,90,25.9,1,0,0,0.1,55,MID
José,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,MID
Matthew,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,DEF
Ben,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,45,DEF
Bernardo,Fernandes da Silva Junior,0,0,21,675,17,72.6,154,92,3,121,31.9,1,0,1,13.7,40,DEF
Yves,Bissouma,1,0,39,1253,18,110.6,238.8,101,0,207,45.1,4,0,4,3.8,45,MID
Tariq,Lamptey,0,1,26,619,8,82.1,91.8,27,0,136,20.2,3,0,2,2.2,45,DEF
Aaron,Connolly,3,3,61,1250,22,91.4,150.6,530,5,146,76,5,0,0,0.6,55,FWD
Steven,Alzate,0,0,33,1181,18,214.1,202,205,0,183,62.3,3,0,1,0.4,45,MID
Alexis,Mac Allister,0,0,12,348,6,73.8,28.4,66,0,35,16.9,0,0,0,0.1,55,MID
Christian,Walton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,40,GK
James,Tarkowski,2,3,143,3420,50,167.1,919.8,410,14,690,149.9,15,0,10,7,55,DEF
Phil,Bardsley,0,2,78,1890,19,164,350.6,109,6,358,62.5,9,0,6,0.7,45,DEF
Erik,Pieters,0,5,77,1876,35,273.8,355.4,90,10,359,71.6,6,0,2,1.8,45,DEF
Jack,Cork,0,0,70,2614,41,198.2,313.2,311,0,301,82.4,12,0,1,0.1,50,MID
Kevin,Long,0,0,21,562,5,1.3,104.8,24,0,93,13,2,0,0,0.2,45,DEF
Jay,Rodriguez,8,2,100,2002,34,135,431.4,827,9,282,137.8,7,0,1,1,60,FWD
Ashley,Barnes,6,0,61,1350,21,85.1,226.2,474,6,161,75.9,8,0,4,0.3,60,FWD
Ben,Mee,1,2,110,2880,45,105.8,658.8,362,6,549,112.9,13,0,7,0.9,50,DEF
Ashley,Westwood,2,7,118,3150,39,814.2,596.8,135,11,567,154.7,15,0,9,1.2,55,MID
Johann Berg,Gudmundsson,1,1,30,617,7,215.4,118.6,108,1,98,44.1,3,0,0,0.2,55,MID
Chris,Wood,14,1,136,2436,33,299.6,552.2,1070,21,384,190.8,11,0,1,2.9,65,FWD
Matthew,Lowton,0,1,48,1530,31,181.7,294.2,15,1,270,49.2,6,0,2,0.2,45,DEF
Matej,Vydra,2,1,39,807,7,113.3,144.2,273,3,112,53.3,5,0,0,0.6,50,FWD
Ben,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,40,DEF
Robbie,Brady,1,2,32,445,10,102.1,118.6,128,0,112,34.9,1,0,1,0.1,50,MID
Nick,Pope,0,0,170,3420,50,30.3,900,2,23,789,93.1,15,0,1,20.1,55,GK
Charlie,Taylor,0,1,84,1944,18,243,382.6,19,5,375,64.7,10,0,3,5.9,45,DEF
Josh,Brownhill,0,0,21,805,10,58.5,101.2,49,0,111,20.8,4,0,2,0,50,MID
Bailey,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,40,GK
Dwight,McNeil,2,7,123,3339,48,931.4,644.2,430,6,529,200.6,16,0,5,1.1,60,MID
Willy,Caballero,0,0,13,450,7,0,90.2,0,0,74,9,1,0,0,0.4,50,GK
César,Azpilicueta,2,6,130,3229,53,708.7,905.2,438,16,700,205.4,8,0,1,8.1,60,DEF
Olivier,Giroud,8,1,68,988,16,144.8,316.2,598,5,253,105.4,6,0,1,1.4,70,FWD
Marcos,Alonso,4,4,100,1429,18,413.4,411.8,420,11,395,124.3,7,0,4,3.8,60,DEF
Jorge Luiz,Frello Filho,4,3,92,2376,40,422.4,600,158,9,535,118.4,6,0,10,1.8,50,MID
Ross,Barkley,1,5,61,1095,14,344.3,266,373,5,208,98.2,5,0,0,0.3,60,MID
Mateo,Kovacic,1,3,68,2065,37,458.5,497,186,6,461,114,4,0,8,0.1,55,MID
Michy,Batshuayi,1,2,28,224,8,42.9,61.8,185,1,59,28.3,0,0,0,0.8,60,FWD
Antonio,Rüdiger,2,0,63,1710,24,93.3,389.4,194,5,351,67.7,5,0,3,2,50,DEF
Kurt,Zouma,0,0,62,2343,37,40.1,518,162,2,432,71.7,7,0,6,0.9,50,DEF
Emerson,Palmieri dos Santos,0,0,19,1022,21,298.7,207.8,225,0,181,73.2,1,0,3,0.2,50,DEF
Kepa,Arrizabalaga,0,0,90,2970,47,0,503.6,0,0,507,50.2,8,0,0,2.3,50,GK
N'Golo,Kanté,3,0,57,1730,25,424.5,422.8,214,2,294,106.3,3,0,4,3.9,50,MID
Hakim,Ziyech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,80,MID
Ruben,Loftus-Cheek,0,1,12,203,3,30.2,30.8,33,0,37,9.2,1,0,0,0.2,60,MID
Andreas,Christensen,0,0,34,1751,33,70.9,353.6,96,0,325,52.1,3,0,5,0.3,50,DEF
Timo,Werner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,95,FWD
Tammy,Abraham,15,6,153,2206,34,283.2,659.6,1301,20,461,223.3,7,0,2,6.1,75,FWD
Christian,Pulisic,9,8,127,1717,28,426,556.2,1059,8,379,204.2,6,0,0,5.5,85,MID
Mason,Mount,7,6,137,2865,44,814,641.2,974,11,510,242.8,9,0,3,9.8,70,MID
Fikayo,Tomori,1,0,48,1291,18,68.6,335.4,79,7,271,48.5,4,0,3,0.4,50,DEF
Callum,Hudson-Odoi,1,5,53,849,14,341.4,235.2,325,3,197,89.9,2,0,1,0.5,60,MID
Reece,James,0,2,61,1510,23,428.8,343.6,143,5,373,91.8,5,0,1,4.1,50,DEF
Billy,Gilmour,0,0,9,191,3,55.3,31.4,5,0,41,9.1,1,0,0,0.2,45,MID
Benjamin,Chilwell,3,3,114,2374,26,545.4,546,208,8,501,130,9,0,3,1.8,55,DEF
Thiago,Thiago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,55,DEF
Kai,Havertz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,85,MID
Gary,Cahill,0,1,70,2167,35,40,448.4,342,4,395,83.4,7,0,1,0.1,45,DEF
Wayne,Hennessey,0,0,7,270,8,0,110.4,0,0,58,11,0,0,0,0.8,45,GK
Mamadou,Sakho,0,0,11,929,21,15.9,179.2,6,0,148,20.2,0,1,1,0,45,DEF
Vicente,Guaita,0,0,137,3150,42,0,827.2,0,16,643,82.6,10,0,1,1.6,50,GK
James,Tomkins,1,1,48,1582,23,27.7,384,121,4,260,53.3,3,0,5,0,45,DEF
James,McArthur,0,4,92,3091,38,486.6,586.6,421,2,420,149.6,11,0,6,0.2,55,MID
James,McCarthy,0,0,41,1668,29,268.3,268.8,80,0,205,61.8,2,0,9,2.3,45,MID
Christian,Benteke,2,1,42,1252,18,248.3,231.8,632,1,133,110.9,5,1,4,0.4,55,FWD
Cheikhou,Kouyaté,1,2,85,2524,36,162.3,394.6,279,4,288,83.5,10,0,4,0.2,50,MID
Joel,Ward,0,1,77,2380,36,117,427,49,8,392,59.5,7,0,4,1.8,45,DEF
Martin,Kelly,0,1,64,1547,16,96.5,305.4,15,4,288,41.7,6,0,0,1.4,45,DEF
Connor,Wickham,1,1,15,90,2,34.5,59.8,64,2,48,15.8,0,0,0,2.4,45,FWD
Andros,Townsend,1,1,48,1284,23,247.1,246.4,122,0,221,61.6,3,0,0,0.3,60,MID
Luka,Milivojevic,3,1,81,2510,38,499.1,460,190,9,382,114.9,7,0,12,1,60,MID
Patrick,van Aanholt,3,2,109,2507,38,516,531.2,285,12,523,133.4,8,0,0,0.1,55,DEF
Jordan,Ayew,9,3,132,3148,45,445.6,597.4,885,19,443,192.4,12,0,6,7.3,60,FWD
Wilfried,Zaha,4,6,120,3279,46,588,572,1103,4,337,226.4,9,0,5,7.6,70,MID
Jeffrey,Schlupp,3,1,51,1030,16,101.9,240,266,4,148,60.8,4,0,2,0.1,55,MID
Max,Meyer,0,0,23,645,11,68.9,68,103,0,67,23.8,1,0,1,0.1,50,MID
Jairo,Riedewald,0,0,22,761,9,47.1,117,27,0,116,19.1,0,0,0,0.2,45,MID
Nathan,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,40,DEF
Tyrick,Mitchell,0,0,4,193,4,58.7,36.4,2,0,23,9.7,0,0,1,11,40,DEF
Brandon,Pierrick,0,0,2,13,0,21,6.4,2,0,7,2.9,0,0,0,0.1,45,MID
Scott,Dann,0,1,51,1264,14,58.3,250.2,177,3,253,48.6,5,0,0,0.3,45,DEF
Eberechi,Eze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,60,MID
Theo,Walcott,2,4,63,1281,19,289.1,225,521,1,186,103.7,4,0,1,0.3,60,MID
Fabian,Delph,0,0,24,1187,24,146.7,183,24,2,202,35.4,2,1,3,0.1,50,MID
Gylfi,Sigurdsson,2,4,95,2555,45,765.1,454.6,484,7,397,170.5,6,0,3,2.1,70,MID
Jonas,Lössl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,GK
Seamus,Coleman,0,1,55,1833,29,149,321.2,175,2,325,64.6,5,1,3,0.6,50,DEF
Cenk,Tosun,2,0,24,462,6,63.4,89,229,1,86,37.7,2,0,0,0,60,FWD
Bernard,Anício Caldeira Duarte,3,2,72,1269,12,349.1,315,236,6,237,89.8,9,0,2,0.2,60,MID
Lucas,Digne,0,8,120,3031,49,1112,743,293,16,646,215,9,0,6,7.2,60,DEF
Michael,Keane,2,0,90,2556,42,80,666.4,204,9,490,95.2,7,0,3,1.6,50,DEF
Jordan,Pickford,0,0,117,3420,56,13,755.6,0,5,626,76.7,9,0,2,4.5,50,GK
André Filipe,Tavares Gomes,0,1,39,1457,20,179.4,156.6,33,3,184,36.4,5,0,6,0.4,55,MID
Alex,Iwobi,1,0,52,1591,30,383.7,246.4,329,2,227,95.9,4,0,0,0.2,60,MID
Jonjoe,Kenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF
Jean-Philippe,Gbamin,0,0,4,135,0,6.3,20,0,0,14,2.6,1,0,0,0,50,MID
Yerry,Mina,2,1,78,2281,37,87.2,535.4,422,8,419,104.4,5,0,3,0.8,55,DEF
Tom,Davies,1,1,59,2020,34,122.6,270.4,262,3,233,65.5,5,0,8,0.2,55,MID
Dominic,Calvert-Lewin,13,1,126,2621,43,241.4,562.8,1272,15,385,206.3,8,0,9,6.6,70,FWD
Mason,Holgate,0,4,71,2052,34,63.9,465.4,152,6,412,68.3,5,0,5,0.3,50,DEF
Richarlison,de Andrade,13,5,165,3070,51,478.1,814.6,1233,13,519,252.3,9,0,8,10.9,80,FWD
João,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,GK
Anthony,Gordon,0,1,17,436,6,98.4,76,44,1,63,21.8,0,0,0,1.1,45,MID
Moise,Kean,2,2,53,830,15,136.5,153.6,429,5,138,71.1,1,0,1,0.5,60,FWD
Jarrad,Branthwaite,0,0,11,299,6,2.2,66,0,2,69,6.9,1,0,0,4.7,40,DEF
Allan,Marques Loureiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,55,MID
James,Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,75,MID
Abdoulaye,Doucouré,4,4,113,3156,61,539,529.6,667,9,459,173.4,10,0,9,1.2,55,MID
Fabricio,Agosto Ramírez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,40,GK
Kevin,McDonald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID
Maxime,Le Marchand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF
Stefan,Johansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID
Tom,Cairney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,55,MID
Tim,Ream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF
Anthony,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,55,MID
Michael,Hector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,DEF
Cyrus,Christie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF
Neeskens,Kebano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,50,MID
Bobby,Decordova-Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,55,FWD
Joe,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,50,DEF
Marcus,Bettinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45,GK
Aleksandar,Mitrović,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,60,FWD
Alfie,Mawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,DEF
Marek,Rodák,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,45,GK
Ivan Ricardo,Neves Abreu Cavaleiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,55,MID
Josh,Onomah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,50,MID
Jean Michaël,Seri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,50,MID
Aboubakar,Kamara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID
André-Frank,Zambo Anguissa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,MID
Zeze Steven,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,DEF
Harrison,Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,45,MID
Antonee,Robinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF
Mario,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,45,MID
Wes,Morgan,0,0,19,430,6,2.1,85.8,58,2,87,14.5,1,0,0,0.1,45,DEF
Kasper,Schmeichel,0,0,156,3420,41,30,863.4,2,10,707,89.6,13,0,2,13.8,55,GK
Christian,Fuchs,0,0,26,770,10,53.5,144.4,20,2,139,21.8,2,0,0,0,45,DEF
Jonny,Evans,1,2,128,3384,41,131.9,755.2,325,12,707,121.4,13,1,7,0.1,55,DEF
Adrien,Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,45,MID
Marc,Albrighton,0,3,38,857,11,287.9,190.6,102,1,185,58.1,3,0,2,0.2,55,MID
Matty,James,0,0,1,5,0,0.1,0.4,0,0,3,0.1,0,0,0,0.5,45,MID
Danny,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45,GK
Jamie,Vardy,23,7,210,3032,38,418.4,1026,1455,34,775,288.8,11,0,3,17.5,100,FWD
Dennis,Praet,1,3,54,1122,17,161.6,196.2,210,3,203,56.5,2,0,2,0.1,55,MID
Ricardo Domingos,Barbosa Pereira,3,2,123,2520,27,446.5,738,235,11,568,141.9,10,0,1,0.2,60,DEF
Daniel,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,40,DEF
Youri,Tielemans,3,6,117,2823,35,805.4,566.6,502,5,531,187.6,12,0,2,2.1,65,MID
Ayoze,Pérez,8,5,129,1998,25,443.9,547.4,779,9,402,177.3,9,0,0,3.6,65,MID
Demarai,Gray,2,4,44,605,6,242.3,205.4,263,0,151,70.8,1,0,1,0.2,55,MID
James,Maddison,6,5,125,2624,26,1246.4,642.4,702,14,548,259.2,10,0,4,2.4,70,MID
Kelechi,Iheanacho,5,4,64,953,9,204.2,288.2,603,7,204,109.4,3,0,1,0.7,60,FWD
Hamza,Choudhury,1,1,35,883,12,70,177.6,83,0,153,33.1,3,1,2,0.1,50,MID
Harvey,Barnes,6,10,133,2075,24,517.4,525,893,9,394,193.7,9,0,0,4.5,70,MID
Wilfred,Ndidi,2,1,85,2671,32,254.4,611.6,205,5,443,107.2,12,0,6,2.2,50,MID
Filip,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,45,DEF
Çaglar,Söyüncü,1,1,120,3036,35,79,755.6,238,12,681,107.5,12,1,4,12.4,55,DEF
James,Justin,0,1,35,1010,14,195,240.6,61,0,196,49.6,4,0,1,9.7,45,DEF
Luke,Thomas,0,1,15,267,4,149.8,78.4,10,3,70,23.9,1,0,0,0.6,45,DEF
Timothy,Castagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,DEF
Pablo,Hernández Domínguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,60,MID
Francisco,Casilla Cortés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,GK
Liam,Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,DEF
Barry,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,40,DEF
Luke,Ayling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,45,DEF
Mateusz,Klich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,55,MID
Adam,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID
Stuart,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,45,DEF
Ezgjan,Alioski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,45,DEF
Patrick,Bamford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,55,FWD
Jack,Harrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,55,MID
Kalvin,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50,MID
Hélder Wander,Sousa de Azevedo e Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,55,MID
Tyler,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID
Jay-Roy,Grot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,MID
Kamil,Miazek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,40,GK
Ian Carlo,Poveda-Ocampo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,45,MID
Jamie,Shackleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,MID
Pascal,Struijk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,40,DEF
Jordan,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,45,MID
Illan,Meslier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,45,GK
Leif,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,40,DEF
Oliver,Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,DEF
Robin,Koch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,45,DEF
Rodrigo,Moreno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,60,FWD
James,Milner,2,2,49,924,9,177.1,237.2,100,3,198,51.4,4,0,4,0.2,55,MID
Konstantinos,Tsimikas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,DEF
Georginio,Wijnaldum,4,0,107,2933,28,344.1,452.8,423,5,503,122,12,0,0,1.8,55,MID
Jordan,Henderson,4,5,116,2234,14,425.9,582.6,275,11,530,128.5,16,0,2,5,55,MID
Adrián,San Miguel del Castillo,0,0,27,873,10,0,131.4,0,0,136,13.2,2,0,1,0.3,45,GK
Joel,Matip,1,0,39,703,5,23,198.2,39,4,167,26.2,3,0,0,0.5,55,DEF
Xherdan,Shaqiri,1,0,15,181,2,51.6,47.8,37,0,54,13.7,1,0,0,0.1,65,MID
Alex,Oxlade-Chamberlain,4,1,76,1475,12,298.2,300,406,2,268,99.9,8,0,1,0.1,65,MID
